,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
958,12216656,JD426240,11/9/20 14:00,039XX W 109TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,2211,22,19,74,11,,,2020,11/16/20 15:52,,,
959,12221155,JD431207,11/9/20 14:30,015XX N MONITOR AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2531,25,29,25,11,,,2020,11/16/20 15:52,,,
960,12216202,JD425616,11/9/20 2:25,075XX S COLFAX AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,421,4,7,43,3,,,2020,11/16/20 15:52,,,
961,12217146,JD426655,11/9/20 22:40,021XX W 70TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,True,735,7,17,67,08B,,,2020,11/16/20 15:52,,,
962,12216832,JD426157,11/9/20 14:19,012XX S ASHLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,True,1233,12,28,28,08B,,,2020,11/16/20 15:52,,,
963,12216124,JD425567,11/9/20 0:21,033XX N PULASKI RD,610,BURGLARY,FORCIBLE ENTRY,DRUG STORE,False,False,1732,17,30,21,5,,,2020,11/16/20 15:52,,,
964,12216165,JD425613,11/9/20 2:16,079XX S KILPATRICK AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,834,8,18,70,15,,,2020,11/16/20 15:52,,,
965,12217386,JD426943,11/9/20 22:30,054XX S NARRAGANSETT AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,811,8,23,56,5,,,2020,11/16/20 15:52,,,
966,12220519,JD429851,11/9/20 21:10,026XX N CLARK ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1935,19,43,7,6,,,2020,11/16/20 15:52,,,
967,12217000,JD426332,11/9/20 13:30,028XX W POLK ST,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,1135,11,28,27,5,,,2020,11/16/20 15:52,,,
968,12216965,JD426555,11/9/20 20:44,013XX S CHRISTIANA AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,1021,10,24,29,15,,,2020,11/16/20 15:52,,,
969,12216935,JD426218,11/9/20 15:46,018XX S ST LOUIS AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1021,10,24,29,04B,,,2020,11/16/20 15:52,,,
970,12216120,JD425580,11/9/20 0:32,115XX S PERRY AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,ALLEY,False,False,522,5,34,53,15,,,2020,11/16/20 15:52,,,
971,12217288,JD425866,11/9/20 10:00,077XX S KINGSTON AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,False,421,4,7,43,08A,,,2020,11/16/20 15:52,,,
972,12216175,JD425585,11/9/20 1:08,0000X S PULASKI RD,460,BATTERY,SIMPLE,SIDEWALK,False,False,1115,11,28,26,08B,,,2020,11/16/20 15:52,,,
973,12216657,JD426192,11/9/20 6:00,085XX S VINCENNES AVE,810,THEFT,OVER $500,ALLEY,False,False,622,6,21,71,6,,,2020,11/16/20 15:52,,,
974,12217221,JD426785,11/9/20 20:00,031XX S LITUANICA AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,DRIVEWAY - RESIDENTIAL,False,False,913,9,11,60,14,,,2020,11/16/20 15:52,,,
975,12216628,JD426177,11/9/20 15:15,024XX W BELMONT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,False,False,1921,19,47,5,11,,,2020,11/16/20 15:52,,,
976,12216586,JD426012,11/9/20 12:33,076XX N GREENVIEW AVE,560,ASSAULT,SIMPLE,STREET,False,False,2422,24,49,1,08A,,,2020,11/16/20 15:52,,,
977,12218921,JD428736,11/9/20 23:30,033XX W ARTHINGTON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1134,11,24,29,14,,,2020,11/16/20 15:52,,,
978,12217045,JD426584,11/9/20 20:57,003XX S PULASKI RD,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,True,False,1132,11,28,26,6,,,2020,11/16/20 15:52,,,
981,12216558,JD425942,11/9/20 11:51,065XX S EBERHART AVE,560,ASSAULT,SIMPLE,APARTMENT,False,True,321,3,20,42,08A,,,2020,11/16/20 15:52,,,
982,12219445,JD429144,11/9/20 13:00,035XX W HURON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1121,11,27,23,11,,,2020,11/16/20 15:52,,,
983,12218702,JD428562,11/9/20 13:00,065XX W SHAKESPEARE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2512,25,29,19,11,,,2020,11/16/20 15:52,,,
984,12216212,JD425634,11/9/20 0:30,076XX S OGLESBY AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,414,4,7,43,14,,,2020,11/16/20 15:52,,,
985,12217126,JD426681,11/9/20 22:30,031XX N DAVLIN CT,460,BATTERY,SIMPLE,RESIDENCE,True,True,2523,25,30,21,08B,,,2020,11/16/20 15:52,,,
986,12217127,JD426587,11/9/20 13:45,001XX N STATE ST,870,THEFT,POCKET-PICKING,CTA STATION,False,False,111,1,42,32,6,,,2020,11/16/20 15:52,,,
988,12216706,JD426286,11/9/20 16:25,014XX W MONTROSE AVE,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,False,False,1912,19,47,6,6,,,2020,11/16/20 15:52,,,
989,12216867,JD426451,11/9/20 18:55,007XX E 82ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,631,6,8,44,08B,,,2020,11/16/20 15:52,,,
990,12222308,JD430007,10/25/20 9:00,035XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,False,False,213,2,3,35,11,,,2020,11/16/20 15:52,,,
991,12218245,JD427926,11/9/20 14:30,065XX W HIGGINS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1613,16,45,10,11,,,2020,11/16/20 15:52,,,
994,12216814,JD426414,11/9/20 18:15,039XX W LEXINGTON ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,False,False,1132,11,24,26,7,,,2020,11/16/20 15:52,,,
995,12216479,JD425918,11/9/20 11:36,129XX S MARQUETTE AVE,560,ASSAULT,SIMPLE,STREET,False,False,433,4,10,55,08A,,,2020,11/16/20 15:52,,,
996,12217498,JD426834,11/9/20 11:00,063XX N MONTICELLO AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,False,False,1711,17,50,13,6,,,2020,11/16/20 15:52,,,
997,12216978,JD426567,11/9/20 18:30,019XX W OGDEN AVE,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,HOSPITAL BUILDING / GROUNDS,True,False,1231,12,27,28,18,,,2020,11/16/20 15:52,,,
998,12216891,JD426128,11/9/20 14:30,018XX S ST LOUIS AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,False,False,1021,10,24,29,3,,,2020,11/16/20 15:52,,,
1000,12216469,JD425935,11/9/20 11:00,032XX E 92ND ST,560,ASSAULT,SIMPLE,APARTMENT,False,True,424,4,10,46,08A,,,2020,11/16/20 15:52,,,
1001,12221746,JD431937,11/9/20 23:00,059XX S JUSTINE ST,460,BATTERY,SIMPLE,RESIDENCE,False,False,713,7,16,67,08B,,,2020,11/16/20 15:52,,,
1002,12218512,JD426310,11/9/20 16:43,002XX W 95TH ST,560,ASSAULT,SIMPLE,CHA APARTMENT,False,False,634,6,21,49,08A,,,2020,11/16/20 15:52,,,
1003,12216616,JD426181,11/9/20 14:30,068XX S PRAIRIE AVE,560,ASSAULT,SIMPLE,APARTMENT,False,False,322,3,20,69,08A,,,2020,11/16/20 15:52,,,
1004,12217238,JD426772,11/9/20 18:00,055XX W WARWICK AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1633,16,36,15,7,,,2020,11/16/20 15:52,,,
1005,12217073,JD426520,11/9/20 19:25,020XX E 94TH ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,False,True,413,4,7,48,04A,,,2020,11/16/20 15:52,,,
1008,12219986,JD425565,11/9/20 0:22,027XX S DEARBORN ST,460,BATTERY,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,True,False,133,1,3,35,08B,,,2020,11/16/20 15:52,,,
1009,12216791,JD426397,11/9/20 16:30,087XX S KINGSTON AVE,560,ASSAULT,SIMPLE,STREET,False,True,423,4,7,46,08A,,,2020,11/16/20 15:52,,,
1010,12217704,JD427340,11/9/20 10:00,033XX S LITUANICA AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,913,9,11,60,11,,,2020,11/16/20 15:52,,,
1011,12218421,JD428177,11/9/20 0:07,004XX S KOSTNER AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GAS STATION,False,False,1131,11,28,26,11,,,2020,11/16/20 15:52,,,
1012,12216818,JD426488,11/9/20 9:00,049XX N WOLCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2032,20,47,4,11,,,2020,11/16/20 15:52,,,
1013,12217034,JD426433,11/9/20 18:35,034XX W MONTROSE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1723,17,35,14,6,,,2020,11/16/20 15:52,,,
1014,12217056,JD426634,11/9/20 22:31,026XX W 65TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,831,8,17,66,08B,,,2020,11/16/20 15:52,,,
1015,12217808,JD427408,11/9/20 22:10,063XX S DAMEN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,GAS STATION,False,False,726,7,16,67,14,,,2020,11/16/20 15:52,,,
1018,12217094,JD426578,11/9/20 21:29,002XX E 35TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,212,2,3,35,15,,,2020,11/16/20 15:52,,,
1019,12216248,JD425599,11/9/20 1:57,047XX S WOLCOTT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,931,9,15,61,14,,,2020,11/16/20 15:52,,,
1020,12221300,JD430919,11/6/20 12:59,069XX S CLYDE AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,False,331,3,5,43,6,,,2020,11/16/20 15:50,,,
1021,12221218,JD431442,11/7/20 18:45,001XX W NORTH AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,False,False,1814,18,2,7,11,,,2020,11/16/20 15:50,,,
1022,12221216,JD431423,10/29/20 12:00,017XX N MERRIMAC AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2513,25,29,25,11,,,2020,11/16/20 15:50,,,
1023,12221197,JD431220,11/1/20 7:00,002XX E 69TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,322,3,6,69,11,,,2020,11/16/20 15:50,,,
1024,12221137,JD431216,9/11/20 12:00,039XX W 110TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2211,22,19,74,11,,,2020,11/16/20 15:50,,,
1025,12221115,JD431212,6/16/20 14:00,069XX S LOOMIS BLVD,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,False,False,734,7,6,67,5,,,2020,11/16/20 15:50,,,
1026,12221104,JD431181,10/27/20 9:00,0000X W 103RD PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,512,5,34,49,11,,,2020,11/16/20 15:50,,,
1027,12220966,JD430977,11/6/20 0:01,011XX W LILL AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1932,19,43,7,11,,,2020,11/16/20 15:50,,,
1028,12220545,JD430414,11/2/20 12:00,004XX E 87TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,632,6,9,44,11,,,2020,11/16/20 15:50,,,
1029,12220496,JD429845,11/7/20 14:00,061XX S ELLIS AVE,820,THEFT,$500 AND UNDER,APARTMENT,False,False,313,3,20,42,6,,,2020,11/16/20 15:50,,,
1030,12220482,JD430080,11/8/20 14:35,072XX S JEFFERY BLVD,820,THEFT,$500 AND UNDER,APARTMENT,False,False,333,3,5,43,6,,,2020,11/16/20 15:50,,,
1031,12220245,JD430271,11/4/20 12:00,002XX E SUPERIOR ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,HOSPITAL BUILDING / GROUNDS,False,False,1834,18,42,8,11,,,2020,11/16/20 15:50,,,
1032,12220119,JD429934,10/25/20 0:00,020XX W 23RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1034,10,25,31,11,,,2020,11/16/20 15:50,,,
1033,12220098,JD430143,11/5/20 14:00,029XX N ALBANY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,1411,14,33,21,11,,,2020,11/16/20 15:50,,,
1034,12220057,JD430006,10/3/20 13:00,074XX S KENWOOD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,324,3,8,43,11,,,2020,11/16/20 15:50,,,
1035,12220049,JD429352,4/27/20 6:30,102XX W ZEMKE RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",AIRPORT VENDING ESTABLISHMENT,True,False,1654,16,41,76,11,,,2020,11/16/20 15:50,,,
1036,12219939,JD429041,11/5/20 11:00,020XX N KEDZIE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1414,14,32,22,11,,,2020,11/16/20 15:50,,,
1037,12219484,JD429461,11/1/20 0:01,077XX S EVANS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,624,6,6,69,11,,,2020,11/16/20 15:50,,,
1038,12219255,JD429071,11/2/20 0:01,054XX N SHERIDAN RD,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,2023,20,48,77,11,,,2020,11/16/20 15:50,,,
1039,12215434,JD424675,11/8/20 1:21,016XX W 65TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,725,7,15,67,15,,,2020,11/16/20 15:50,,,
1040,12214112,JD422919,11/6/20 14:15,021XX W FULLERTON AVE,320,ROBBERY,STRONG ARM - NO WEAPON,OTHER (SPECIFY),True,False,1432,14,32,22,3,,,2020,11/16/20 15:50,,,
1041,12212880,JD421454,11/5/20 7:30,065XX S LOWE AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,True,True,723,7,20,68,04B,,,2020,11/16/20 15:50,,,
1042,12211795,JD420537,11/4/20 11:00,015XX N CLYBOURN AVE,141C,WEAPONS VIOLATION,UNLAWFUL USE - OTHER DANGEROUS WEAPON,CTA TRAIN,True,False,1822,18,2,8,15,,,2020,11/16/20 15:50,,,
1043,12204926,JD412728,10/27/20 16:28,026XX W ADAMS ST,610,BURGLARY,FORCIBLE ENTRY,OTHER RAILROAD PROPERTY / TRAIN DEPOT,True,False,1125,11,27,27,5,,,2020,11/16/20 15:50,,,
1044,12200753,JD407865,10/22/20 18:43,005XX S PULASKI RD,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",CTA PLATFORM,True,False,1132,11,24,26,08B,,,2020,11/16/20 15:50,,,
1045,12198472,JD405261,10/16/20 2:00,017XX W PETERSON AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,True,False,2433,24,40,77,5,,,2020,11/16/20 15:50,,,
1046,12191176,JD396781,10/12/20 9:57,016XX W DIVISION ST,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,True,False,1424,14,1,24,14,1164808.0,1908052.0,2020,11/16/20 15:50,41.903304299999995,-87.67006468,"(41.903304304, -87.670064675)"
1047,12183818,JD388386,9/9/20 23:00,046XX N RACINE AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,False,False,1913,19,46,3,5,1167468.0,1930864.0,2020,11/16/20 15:50,41.96584472,-87.65963552,"(41.965844716, -87.659635517)"
1048,12176278,JD379591,9/25/20 23:00,097XX S WOODLAWN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,511,5,8,50,08B,1185916.0,1840712.0,2020,11/16/20 15:50,41.71804461,-87.59465772,"(41.718044614, -87.594657716)"
1049,12168878,JD370950,9/18/20 2:03,047XX W LAKE ST,320,ROBBERY,STRONG ARM - NO WEAPON,CTA STATION,False,False,1113,11,28,25,3,1144646.0,1901790.0,2020,11/16/20 15:50,41.88652456,-87.74428244,"(41.886524557, -87.744282439)"
1051,12166614,JD367897,9/15/20 11:19,006XX S MICHIGAN AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,True,False,123,1,42,32,15,1177375.0,1897517.0,2020,11/16/20 15:50,41.87411982,-87.62422367,"(41.874119819, -87.624223667)"
1052,12154142,JD353676,9/2/20 8:00,065XX S LOWE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,True,723,7,20,68,14,1173163.0,1861518.0,2020,11/16/20 15:50,41.77542973,-87.64075349,"(41.775429728, -87.640753492)"
1053,12149522,JD348320,6/24/20 0:00,054XX W RICE ST,810,THEFT,OVER $500,RESIDENCE,True,True,1524,15,37,25,6,1139791.0,1905134.0,2020,11/16/20 15:50,41.89579098,-87.76202969,"(41.895790975, -87.762029691)"
1054,12139826,JD336310,8/18/20 3:40,0000X W 95TH ST,420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,CTA TRAIN,False,False,634,6,21,49,04B,1177762.0,1841949.0,2020,11/16/20 15:50,41.72162720000001,-87.62448518,"(41.721627204, -87.624485177)"
1055,12111168,JD303538,7/19/20 16:00,007XX N CARPENTER ST,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE WITH VIN",STREET,True,False,1214,12,27,24,7,1169317.0,1905236.0,2020,11/16/20 15:50,41.89548016,-87.65358421,"(41.895480162, -87.653584211)"
1056,12095877,JD285233,7/4/20 1:35,042XX S CALUMET AVE,041A,BATTERY,AGGRAVATED - HANDGUN,RESIDENCE,True,False,213,2,3,38,04B,1179139.0,1876932.0,2020,11/16/20 15:50,41.81759301,-87.61837635,"(41.817593007, -87.618376349)"
1057,12095116,JD284290,5/30/20 17:02,102XX W ZEMKE RD,1206,DECEPTIVE PRACTICE,"THEFT BY LESSEE, MOTOR VEHICLE",COMMERCIAL / BUSINESS OFFICE,True,False,1654,16,41,76,11,1106961.0,1941092.0,2020,11/16/20 15:50,41.99500167,-87.88191498,"(41.995001671, -87.881914976)"
1059,11941993,JD104672,1/4/20 20:30,067XX S PULASKI RD,610,BURGLARY,FORCIBLE ENTRY,OTHER (SPECIFY),False,False,833,8,13,65,5,1150859.0,1859704.0,2020,11/16/20 15:50,41.77091564,-87.72256533,"(41.770915637, -87.72256533)"
1060,11938259,JD100290,1/1/20 2:15,015XX N LOREL AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,2532,25,37,25,3,1140406.0,1909776.0,2020,11/16/20 15:50,41.90851791,-87.75965689,"(41.908517909, -87.759656887)"
1061,12216406,JD425892,11/9/20 10:20,106XX S YATES AVE,560,ASSAULT,SIMPLE,RESIDENCE,False,False,434,4,7,51,08A,,,2020,11/16/20 15:52,,,
1062,12216787,JD426365,11/9/20 10:00,006XX N CENTRAL AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1511,15,29,25,14,,,2020,11/16/20 15:52,,,
1063,12217093,JD426663,11/9/20 22:45,075XX S SOUTH SHORE DR,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,421,4,7,43,15,,,2020,11/16/20 15:52,,,
1064,12217530,JD425643,11/9/20 3:20,027XX W GREGORY ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2011,20,40,4,08B,,,2020,11/16/20 15:52,,,
1065,12217904,JD427577,11/9/20 20:30,030XX S KILDARE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1031,10,22,30,7,,,2020,11/16/20 15:52,,,
1066,12221942,JD431340,10/29/20 12:00,0000X E 104TH ST,479,BATTERY,"AGGRAVATED - HANDS, FISTS, FEET, SERIOUS INJURY",RESIDENCE,False,False,512,5,9,49,04B,,,2020,11/16/20 15:52,,,
1067,12216760,JD426196,11/9/20 15:00,001XX E SUPERIOR ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,1834,18,42,8,15,,,2020,11/16/20 15:52,,,
1068,12217885,JD426418,11/9/20 17:00,126XX S STEWART AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,True,523,5,9,53,6,,,2020,11/16/20 15:52,,,
1069,12220308,JD430425,11/9/20 16:15,111XX S ALBANY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2211,22,19,74,11,,,2020,11/16/20 15:52,,,
1070,12216743,JD426340,11/9/20 16:50,032XX W CERMAK RD,890,THEFT,FROM BUILDING,RESTAURANT,False,False,1024,10,12,30,6,,,2020,11/16/20 15:52,,,
1071,12219246,JD429099,11/9/20 17:00,070XX S FAIRFIELD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,831,8,17,66,11,,,2020,11/16/20 15:52,,,
1072,12216979,JD426541,11/9/20 20:09,020XX E 95TH ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,413,4,7,51,15,,,2020,11/16/20 15:52,,,
1073,12216359,JD425798,11/9/20 9:03,082XX S ADA ST,560,ASSAULT,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,613,6,21,71,08A,,,2020,11/16/20 15:52,,,
1074,12217077,JD426495,11/9/20 19:28,050XX S WINCHESTER AVE,320,ROBBERY,STRONG ARM - NO WEAPON,APARTMENT,False,False,931,9,15,61,3,,,2020,11/16/20 15:52,,,
1076,12216488,JD425990,11/9/20 12:23,044XX W FIFTH AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,SIDEWALK,False,False,1131,11,24,26,3,,,2020,11/16/20 15:52,,,
1077,12217042,JD426591,11/9/20 20:15,009XX W RANDOLPH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1224,12,27,28,7,,,2020,11/16/20 15:52,,,
1079,12217005,JD426423,11/9/20 17:35,027XX W 15TH PL,1310,CRIMINAL DAMAGE,TO PROPERTY,HOSPITAL BUILDING / GROUNDS,False,False,1023,10,28,29,14,,,2020,11/16/20 15:52,,,
1080,12216778,JD426394,11/9/20 17:47,037XX W 64TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,823,8,23,65,14,,,2020,11/16/20 15:52,,,
1081,12216828,JD426424,11/9/20 16:47,035XX N LAKE SHORE DR,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1925,19,46,6,11,,,2020,11/16/20 15:52,,,
1082,12216445,JD425738,11/9/20 5:57,036XX N ELSTON AVE,610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,False,False,1733,17,35,16,5,,,2020,11/16/20 15:52,,,
1084,12222245,JD429001,11/6/20 0:00,024XX W LUNT AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,OTHER (SPECIFY),False,False,2411,24,50,2,11,,,2020,11/16/20 15:52,,,
1085,12217101,JD426652,11/9/20 22:45,001XX W 112TH PL,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,RESIDENCE,False,False,522,5,34,49,04B,,,2020,11/16/20 15:52,,,
1086,12217963,JD427299,11/9/20 17:00,042XX N MARINE DR,810,THEFT,OVER $500,STREET,False,False,1915,19,46,3,6,,,2020,11/16/20 15:52,,,
1087,12217420,JD426927,11/9/20 10:00,049XX S WOOD ST,820,THEFT,$500 AND UNDER,STREET,False,False,931,9,20,61,6,,,2020,11/16/20 15:52,,,
1088,12216899,JD425904,11/9/20 8:10,001XX W ERIE ST,810,THEFT,OVER $500,OTHER (SPECIFY),False,False,1832,18,42,8,6,,,2020,11/16/20 15:52,,,
1089,12216636,JD425879,11/9/20 10:50,046XX S DAMEN AVE,460,BATTERY,SIMPLE,STREET,False,False,924,9,12,61,08B,,,2020,11/16/20 15:52,,,
1090,12216235,JD425626,11/9/20 3:00,103XX S PROSPECT AVE,810,THEFT,OVER $500,RESIDENCE,False,True,2212,22,19,72,6,,,2020,11/16/20 15:52,,,
1091,12216247,JD425644,11/9/20 3:30,085XX S COTTAGE GROVE AVE,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,False,False,632,6,8,44,5,,,2020,11/16/20 15:52,,,
1092,12216700,JD426291,11/9/20 15:15,061XX S MENARD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,812,8,13,64,11,,,2020,11/16/20 15:52,,,
1093,12216601,JD425985,11/9/20 12:36,013XX S SPRINGFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1011,10,24,29,08B,,,2020,11/16/20 15:52,,,
1094,12216189,JD425612,11/9/20 2:21,0000X W 71ST ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,731,7,6,69,08B,,,2020,11/16/20 15:52,,,
1095,12216523,JD425988,11/9/20 12:33,032XX N CLARK ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,False,False,1924,19,44,6,6,,,2020,11/16/20 15:52,,,
1096,12217623,JD427292,11/9/20 11:00,014XX N HUDSON AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,SCHOOL - PUBLIC BUILDING,False,False,1821,18,27,8,14,,,2020,11/16/20 15:52,,,
1097,12218598,JD428354,11/9/20 6:00,001XX N GREEN ST,820,THEFT,$500 AND UNDER,ABANDONED BUILDING,False,False,1224,12,27,28,6,,,2020,11/16/20 15:52,,,
1098,12222008,JD432313,11/6/20 19:00,018XX W 17TH ST,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,False,False,1234,12,25,31,11,,,2020,11/16/20 15:52,,,
