,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
347,12220543,JD430477,11/10/20 14:03,121XX S STATE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,532,5,9,53,7,,,2020,11/17/20 15:49,,,
348,12218394,JD427713,11/10/20 20:35,016XX N MILWAUKEE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1434,14,2,24,6,,,2020,11/17/20 15:49,,,
349,12223133,JD433572,10/30/20 12:00,049XX S CORNELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,222,2,5,39,11,,,2020,11/17/20 15:49,,,
350,12217457,JD427037,11/10/20 10:45,062XX S STONY ISLAND AVE,545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",SCHOOL - PUBLIC GROUNDS,False,True,314,3,5,42,08A,,,2020,11/17/20 15:49,,,
351,12217790,JD427396,11/10/20 12:56,060XX S PRAIRIE AVE,820,THEFT,$500 AND UNDER,RESIDENCE - PORCH / HALLWAY,False,False,311,3,20,40,6,,,2020,11/17/20 15:49,,,
352,12222482,JD432796,11/9/20 11:00,043XX W WASHINGTON BLVD,810,THEFT,OVER $500,COMMERCIAL / BUSINESS OFFICE,False,False,1114,11,28,26,6,,,2020,11/17/20 15:49,,,
353,12222837,JD433166,10/16/20 9:48,024XX N RUTHERFORD AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,2512,25,36,18,11,,,2020,11/17/20 15:49,,,
354,12219671,JD427383,11/10/20 15:16,025XX S WASHTENAW AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,False,1034,10,24,30,08B,,,2020,11/17/20 15:49,,,
355,12221644,JD431880,11/10/20 9:00,056XX N OSCEOLA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1612,16,41,10,11,,,2020,11/17/20 15:49,,,
356,12219456,JD429311,11/10/20 9:15,002XX W 31ST ST,340,ROBBERY,ATTEMPT STRONG ARM - NO WEAPON,GAS STATION,False,False,915,9,11,34,3,,,2020,11/17/20 15:49,,,
357,12222433,JD432784,10/18/20 7:00,033XX N NEWCASTLE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1632,16,36,17,11,,,2020,11/17/20 15:49,,,
359,12222538,JD432819,11/3/20 9:40,062XX S DR MARTIN LUTHER KING JR DR,820,THEFT,$500 AND UNDER,STREET,False,False,311,3,20,40,6,,,2020,11/17/20 15:49,,,
360,12217384,JD427055,11/10/20 0:01,022XX W WARREN BLVD,1320,CRIMINAL DAMAGE,TO VEHICLE,ALLEY,False,False,1223,12,27,28,14,,,2020,11/17/20 15:49,,,
361,12218124,JD427719,11/10/20 20:48,001XX W DIVISION ST,313,ROBBERY,ARMED - OTHER DANGEROUS WEAPON,GROCERY FOOD STORE,False,False,1821,18,2,8,3,,,2020,11/17/20 15:49,,,
362,12217819,JD427464,11/10/20 16:15,059XX S WINCHESTER AVE,460,BATTERY,SIMPLE,RESIDENCE,False,False,714,7,16,67,08B,,,2020,11/17/20 15:49,,,
363,12217540,JD427001,11/10/20 10:01,050XX S PRINCETON AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,SIDEWALK,True,False,935,9,3,37,15,,,2020,11/17/20 15:49,,,
364,12219658,JD428654,11/10/20 0:00,046XX W WAVELAND AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1731,17,30,15,7,,,2020,11/17/20 15:49,,,
365,12217912,JD427411,11/10/20 15:39,035XX W FRANKLIN BLVD,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,True,1121,11,27,23,04B,,,2020,11/17/20 15:49,,,
366,12219399,JD429315,11/10/20 8:00,006XX N FRANKLIN ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1831,18,42,8,11,,,2020,11/17/20 15:49,,,
367,12218107,JD427783,11/10/20 13:30,068XX S CHAMPLAIN AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,321,3,20,42,04B,,,2020,11/17/20 15:49,,,
368,12217501,JD426995,11/10/20 10:30,092XX S SAGINAW AVE,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,RESIDENCE - GARAGE,False,False,423,4,7,48,3,,,2020,11/17/20 15:49,,,
369,12220184,JD426763,11/10/20 4:57,081XX S HONORE ST,820,THEFT,$500 AND UNDER,DRIVEWAY - RESIDENTIAL,False,False,614,6,17,71,6,,,2020,11/17/20 15:49,,,
370,12218595,JD428396,11/10/20 17:00,044XX N TROY ST,820,THEFT,$500 AND UNDER,STREET,False,False,1724,17,33,14,6,,,2020,11/17/20 15:49,,,
371,12222902,JD433028,10/6/20 10:00,018XX E 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,SMALL RETAIL STORE,False,False,414,4,8,46,14,,,2020,11/17/20 15:49,,,
372,12217603,JD427163,11/10/20 12:30,079XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,611,6,21,71,14,,,2020,11/17/20 15:49,,,
373,12222844,JD433145,11/4/20 7:57,047XX S HERMITAGE AVE,1242,DECEPTIVE PRACTICE,COMPUTER FRAUD,RESIDENCE,False,False,931,9,15,61,11,,,2020,11/17/20 15:49,,,
374,12217679,JD427347,11/10/20 14:00,074XX S STONY ISLAND AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,False,False,324,3,8,43,15,,,2020,11/17/20 15:49,,,
375,12218181,JD427792,11/10/20 19:50,057XX S DORCHESTER AVE,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,235,2,5,41,3,,,2020,11/17/20 15:49,,,
376,12217286,JD426895,11/10/20 9:00,069XX S STONY ISLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE - COMMERCIAL,False,False,332,3,5,43,14,,,2020,11/17/20 15:49,,,
377,12218369,JD428126,11/10/20 18:00,0000X E 61ST ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,311,3,20,40,7,,,2020,11/17/20 15:49,,,
378,12217720,JD427040,11/10/20 1:30,087XX S MARSHFIELD AVE,820,THEFT,$500 AND UNDER,STREET,False,False,2221,22,21,71,6,,,2020,11/17/20 15:49,,,
379,12217130,JD426700,11/10/20 0:53,041XX W BELMONT AVE,460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,1731,17,30,16,08B,,,2020,11/17/20 15:49,,,
382,12217161,JD426736,11/10/20 1:00,025XX W MARQUETTE RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,832,8,17,66,14,,,2020,11/17/20 15:49,,,
383,12217960,JD427327,11/10/20 12:35,015XX W GEORGE ST,820,THEFT,$500 AND UNDER,ALLEY,False,False,1932,19,32,6,6,,,2020,11/17/20 15:49,,,
384,12218660,JD428503,11/10/20 14:00,049XX S WABASH AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,224,2,3,38,11,,,2020,11/17/20 15:49,,,
385,12223204,JD433631,11/9/20 14:00,016XX N WOLCOTT AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1434,14,2,24,11,,,2020,11/17/20 15:49,,,
386,12218471,JD428188,11/10/20 21:00,045XX S MICHIGAN AVE,810,THEFT,OVER $500,STREET,False,False,215,2,3,38,6,,,2020,11/17/20 15:49,,,
387,12217741,JD427384,11/10/20 14:43,038XX S DR MARTIN LUTHER KING JR DR,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,212,2,4,35,6,,,2020,11/17/20 15:49,,,
388,12218639,JD428430,11/10/20 14:26,037XX W HARRISON ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1133,11,24,27,7,,,2020,11/17/20 15:49,,,
389,12217344,JD426852,11/10/20 8:10,105XX S WESTERN AVE,460,BATTERY,SIMPLE,OTHER (SPECIFY),False,False,2211,22,19,72,08B,,,2020,11/17/20 15:49,,,
390,12218036,JD427534,11/10/20 13:00,070XX S EBERHART AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,322,3,6,69,04B,,,2020,11/17/20 15:49,,,
391,12218391,JD427088,11/10/20 11:30,062XX S ABERDEEN ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,712,7,16,68,08B,,,2020,11/17/20 15:49,,,
393,12217656,JD426999,11/10/20 9:50,012XX E 46TH ST,560,ASSAULT,SIMPLE,RESIDENCE,False,False,222,2,4,39,08A,,,2020,11/17/20 15:49,,,
394,12222865,JD432651,11/9/20 15:35,030XX W LYNDALE ST,820,THEFT,$500 AND UNDER,APARTMENT,False,False,1414,14,32,22,6,,,2020,11/17/20 15:49,,,
395,12217200,JD426716,11/10/20 1:30,103XX S AVENUE G,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE,False,False,432,4,10,52,3,,,2020,11/17/20 15:49,,,
396,12217179,JD426706,11/10/20 1:00,001XX W 74TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,731,7,6,69,08B,,,2020,11/17/20 15:49,,,
397,12218155,JD427754,11/10/20 21:45,058XX S SANGAMON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,712,7,16,68,14,,,2020,11/17/20 15:49,,,
398,12217917,JD427385,11/10/20 15:04,001XX W MONROE ST,1155,DECEPTIVE PRACTICE,AGGRAVATED FINANCIAL IDENTITY THEFT,BANK,True,False,122,1,42,32,11,,,2020,11/17/20 15:49,,,
400,12218116,JD427757,11/10/20 13:00,0000X E 88TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,632,6,9,44,14,,,2020,11/17/20 15:49,,,
401,12217475,JD426993,11/10/20 10:00,003XX N HOMAN AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1123,11,28,27,08B,,,2020,11/17/20 15:49,,,
402,12222398,JD432708,11/1/20 0:01,054XX N MENARD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POOL ROOM,False,False,1622,16,45,11,11,,,2020,11/17/20 15:49,,,
403,12218234,JD427882,11/10/20 20:00,128XX S PARNELL AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,False,False,523,5,9,53,5,,,2020,11/17/20 15:49,,,
404,12217806,JD427380,11/10/20 15:20,043XX W BELMONT AVE,033A,ROBBERY,ATTEMPT ARMED - HANDGUN,CAR WASH,False,False,2523,25,31,20,3,,,2020,11/17/20 15:49,,,
405,12218292,JD427914,11/10/20 19:00,053XX S CALUMET AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,231,2,3,40,7,,,2020,11/17/20 15:49,,,
406,12217765,JD427477,11/10/20 15:10,030XX S KEDZIE AVE,2022,NARCOTICS,POSSESS - COCAINE,PARKING LOT / GARAGE (NON RESIDENTIAL),True,False,1032,10,12,30,18,,,2020,11/17/20 15:49,,,
407,12217428,JD427043,11/10/20 10:30,110XX S STATE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,GOVERNMENT BUILDING / PROPERTY,False,False,513,5,9,49,11,,,2020,11/17/20 15:49,,,
408,12222460,JD432870,11/9/20 10:00,046XX N HERMITAGE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),False,False,1912,19,47,3,11,,,2020,11/17/20 15:49,,,
409,12221918,JD432208,11/10/20 6:00,065XX S DORCHESTER AVE,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,STREET,False,False,321,3,20,42,11,,,2020,11/17/20 15:49,,,
410,12217945,JD427643,11/10/20 18:45,050XX S COTTAGE GROVE AVE,1345,CRIMINAL DAMAGE,TO CITY OF CHICAGO PROPERTY,CTA BUS,True,False,223,2,4,38,14,,,2020,11/17/20 15:49,,,
411,12218809,JD428203,11/10/20 18:37,029XX W DICKENS AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,ALLEY,False,False,1414,14,1,22,14,,,2020,11/17/20 15:49,,,
412,12220511,JD430085,11/10/20 13:02,075XX N WINCHESTER AVE,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,False,False,2424,24,49,1,6,,,2020,11/17/20 15:49,,,
413,12217518,JD426940,11/10/20 9:17,001XX S STATE ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,112,1,42,32,6,,,2020,11/17/20 15:49,,,
414,12218291,JD427165,11/10/20 12:30,003XX S PULASKI RD,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,1132,11,28,26,6,,,2020,11/17/20 15:49,,,
415,12217315,JD426804,11/10/20 6:50,016XX W MADISON ST,810,THEFT,OVER $500,CTA BUS STOP,False,False,1224,12,27,28,6,,,2020,11/17/20 15:49,,,
416,12217897,JD427434,11/10/20 16:01,038XX W FILLMORE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1133,11,24,29,08B,,,2020,11/17/20 15:49,,,
417,12217114,JD426696,11/10/20 0:54,054XX W POTOMAC AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,2532,25,37,25,08B,,,2020,11/17/20 15:49,,,
418,12218952,JD428722,11/10/20 22:00,099XX S VINCENNES AVE,820,THEFT,$500 AND UNDER,GAS STATION,False,False,2213,22,34,73,6,,,2020,11/17/20 15:49,,,
419,12217850,JD427462,11/10/20 14:00,055XX S CARPENTER ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,712,7,16,68,14,,,2020,11/17/20 15:49,,,
420,12218027,JD427715,11/10/20 21:02,071XX S UNION AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,False,True,732,7,6,68,08B,,,2020,11/17/20 15:49,,,
421,12218072,JD426981,11/10/20 10:00,020XX W 95TH ST,560,ASSAULT,SIMPLE,OTHER (SPECIFY),False,False,2221,22,19,72,08A,,,2020,11/17/20 15:49,,,
422,12217778,JD427472,11/10/20 16:21,060XX W 63RD ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,812,8,13,64,08B,,,2020,11/17/20 15:49,,,
423,12217361,JD426954,11/10/20 9:45,048XX N MERRIMAC AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,1622,16,45,11,14,,,2020,11/17/20 15:49,,,
424,12218078,JD427743,11/10/20 21:30,064XX N OAKLEY AVE,460,BATTERY,SIMPLE,SIDEWALK,False,False,2412,24,50,2,08B,,,2020,11/17/20 15:49,,,
425,12221645,JD431895,11/10/20 14:00,002XX E OHIO ST,810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1834,18,42,8,6,,,2020,11/17/20 15:49,,,
426,12220468,JD429912,11/10/20 18:00,003XX W ONTARIO ST,820,THEFT,$500 AND UNDER,STREET,False,False,1831,18,42,8,6,,,2020,11/17/20 15:49,,,
428,12140145,JD314867,7/30/20 9:40,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,True,False,1134,11,24,29,18,,,2020,11/17/20 15:49,,,
429,12218659,JD428406,11/10/20 17:00,045XX S EVANS AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,221,2,4,38,11,,,2020,11/17/20 15:49,,,
430,12217880,JD427565,11/10/20 16:00,084XX S SANGAMON ST,810,THEFT,OVER $500,APARTMENT,False,False,613,6,21,71,6,,,2020,11/17/20 15:49,,,
432,12218506,JD427670,11/10/20 19:15,044XX W 66TH ST,460,BATTERY,SIMPLE,STREET,False,False,833,8,13,65,08B,,,2020,11/17/20 15:49,,,
433,12217582,JD426939,11/10/20 9:33,002XX W 60TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,False,False,711,7,20,68,7,,,2020,11/17/20 15:49,,,
434,12217441,JD426909,11/10/20 9:37,0000X S CICERO AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1533,15,28,25,04B,,,2020,11/17/20 15:49,,,
435,12218397,JD427767,11/10/20 22:12,031XX W ARMITAGE AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1414,14,32,22,6,,,2020,11/17/20 15:49,,,
436,12217581,JD427054,11/10/20 11:20,100XX S FOREST AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,STREET,False,True,511,5,9,49,04A,,,2020,11/17/20 15:49,,,
437,12218960,JD426685,11/10/20 0:02,010XX N PULASKI RD,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,False,True,1112,11,37,23,04B,,,2020,11/17/20 15:49,,,
438,12218028,JD427398,11/10/20 15:00,067XX N DOWAGIAC AVE,560,ASSAULT,SIMPLE,RESIDENCE - YARD (FRONT / BACK),False,False,1621,16,41,12,08A,,,2020,11/17/20 15:49,,,
439,12217809,JD427539,11/10/20 17:12,056XX S THROOP ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,713,7,16,67,14,,,2020,11/17/20 15:49,,,
441,12217317,JD426879,11/10/20 8:20,003XX W 103RD ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,False,False,511,5,9,49,6,,,2020,11/17/20 15:49,,,
442,12217994,JD427622,11/10/20 16:35,057XX S PAULINA ST,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,715,7,15,67,04A,,,2020,11/17/20 15:49,,,
443,12218416,JD427892,11/10/20 20:00,060XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,823,8,16,66,14,,,2020,11/17/20 15:49,,,
444,12217615,JD427206,11/10/20 13:35,012XX N MAPLEWOOD AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,VEHICLE - COMMERCIAL,False,False,1423,14,26,24,15,,,2020,11/17/20 15:49,,,
445,12222882,JD432624,11/6/20 14:45,054XX W OHIO ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,False,False,1524,15,37,25,14,,,2020,11/17/20 15:49,,,
446,12219502,JD429476,11/10/20 13:00,057XX S KENWOOD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,235,2,5,41,11,,,2020,11/17/20 15:49,,,
447,12218167,JD427806,11/10/20 17:00,087XX S EXCHANGE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,423,4,10,46,08B,,,2020,11/17/20 15:49,,,
448,12217424,JD426965,11/10/20 9:22,043XX W VAN BUREN ST,2017,NARCOTICS,MANUFACTURE / DELIVER - CRACK,SIDEWALK,True,False,1131,11,28,26,18,,,2020,11/17/20 15:49,,,
450,12220522,JD429914,11/10/20 18:18,034XX W DIVERSEY AVE,810,THEFT,OVER $500,SMALL RETAIL STORE,False,False,1412,14,35,22,6,,,2020,11/17/20 15:49,,,
451,12217533,JD426828,11/10/20 4:00,016XX S KEELER AVE,810,THEFT,OVER $500,RESIDENCE,False,False,1012,10,24,29,6,,,2020,11/17/20 15:49,,,
452,12217867,JD427520,11/10/20 17:01,031XX W ARMITAGE AVE,860,THEFT,RETAIL THEFT,COMMERCIAL / BUSINESS OFFICE,False,False,1414,14,32,22,6,,,2020,11/17/20 15:49,,,
453,12217491,JD427149,11/10/20 11:45,054XX N MENARD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1622,16,45,11,11,,,2020,11/17/20 15:49,,,
454,12219581,JD429503,11/10/20 22:00,003XX W 77TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,623,6,17,69,08B,,,2020,11/17/20 15:49,,,
455,12217907,JD427648,11/10/20 18:57,051XX W WRIGHTWOOD AVE,820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2521,25,31,19,6,,,2020,11/17/20 15:49,,,
456,12217788,JD427325,11/10/20 13:00,074XX N MARSHFIELD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2422,24,49,1,14,,,2020,11/17/20 15:49,,,
457,12223134,JD433566,10/20/20 12:00,0000X W ONTARIO ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1832,18,42,8,11,,,2020,11/17/20 15:49,,,
458,12218265,JD427983,11/10/20 20:30,031XX N SHEFFIELD AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,1933,19,44,6,7,,,2020,11/17/20 15:49,,,
459,12218097,JD427736,11/10/20 19:22,005XX S PULASKI RD,1220,DECEPTIVE PRACTICE,THEFT OF LOST / MISLAID PROPERTY,CTA TRAIN,True,False,1132,11,24,26,11,,,2020,11/17/20 15:49,,,
460,12218817,JD428190,11/10/20 3:00,032XX S STEWART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,DRIVEWAY - RESIDENTIAL,False,False,915,9,11,60,14,,,2020,11/17/20 15:49,,,
462,12217703,JD427337,11/10/20 14:50,031XX W WASHINGTON BLVD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,True,False,1222,12,27,27,14,,,2020,11/17/20 15:49,,,
463,12217667,JD427189,11/10/20 13:09,077XX S CORNELL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,False,411,4,8,43,04A,,,2020,11/17/20 15:49,,,
464,12219864,JD429109,11/10/20 10:30,115XX S MARSHFIELD AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,BANK,False,False,2234,22,34,75,11,,,2020,11/17/20 15:49,,,
465,12219434,JD429398,11/10/20 16:42,052XX S DREXEL AVE,810,THEFT,OVER $500,APARTMENT,False,False,233,2,5,41,6,,,2020,11/17/20 15:49,,,
470,12218085,JD427678,11/10/20 20:04,032XX S MORGAN ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,False,False,913,9,11,60,04B,,,2020,11/17/20 15:49,,,
472,12218848,JD428701,11/10/20 17:00,063XX S STEWART AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,MEDICAL / DENTAL OFFICE,False,False,722,7,20,68,11,,,2020,11/17/20 15:49,,,
473,12218020,JD427717,11/10/20 21:07,012XX W ROOSEVELT RD,860,THEFT,RETAIL THEFT,DRUG STORE,False,False,1233,12,25,28,6,,,2020,11/17/20 15:49,,,
474,12217839,JD427353,11/10/20 6:00,044XX S ST LOUIS AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,821,8,14,58,11,,,2020,11/17/20 15:49,,,
475,12217635,JD427185,11/10/20 7:56,034XX N NARRAGANSETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE - GARAGE,False,False,1632,16,38,17,14,,,2020,11/17/20 15:49,,,
476,12218102,JD427739,11/10/20 21:22,066XX S COTTAGE GROVE AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESTAURANT,True,False,321,3,20,42,04A,,,2020,11/17/20 15:49,,,
477,12218540,JD428344,11/10/20 14:00,067XX S KOSTNER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,833,8,13,65,11,,,2020,11/17/20 15:49,,,
478,12218008,JD427608,11/10/20 17:42,076XX S STATE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,False,False,623,6,6,69,7,,,2020,11/17/20 15:49,,,
479,12222889,JD432814,11/10/20 15:05,005XX W STRATFORD PL,820,THEFT,$500 AND UNDER,APARTMENT,False,False,1925,19,44,6,6,,,2020,11/17/20 15:49,,,
480,12217451,JD427106,11/10/20 10:30,0000X N LOWER WACKER DR,820,THEFT,$500 AND UNDER,STREET,False,False,122,1,42,32,6,,,2020,11/17/20 15:49,,,
481,12217217,JD426719,11/10/20 1:20,068XX S PERRY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,False,False,722,7,6,69,5,,,2020,11/17/20 15:49,,,
482,12218611,JD428408,11/10/20 14:45,076XX S CORNELL AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,False,False,411,4,8,43,3,,,2020,11/17/20 15:49,,,
483,12217160,JD426702,11/10/20 0:58,056XX N NAGLE AVE,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,SIDEWALK,True,False,1622,16,45,10,04A,,,2020,11/17/20 15:49,,,
484,12217725,JD426921,11/10/20 9:50,001XX W 109TH PL,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,False,True,513,5,34,49,04A,,,2020,11/17/20 15:49,,,
485,12222584,JD433011,11/10/20 11:00,007XX W DIVERSEY PKWY,890,THEFT,FROM BUILDING,NURSING / RETIREMENT HOME,False,False,1935,19,43,7,6,,,2020,11/17/20 15:49,,,
486,12217648,JD427174,11/10/20 12:00,077XX S SAGINAW AVE,460,BATTERY,SIMPLE,STREET,False,False,421,4,7,43,08B,,,2020,11/17/20 15:49,,,
488,12222446,JD432799,11/8/20 20:35,064XX W IRVING PARK RD,810,THEFT,OVER $500,RESTAURANT,False,False,1632,16,38,17,6,,,2020,11/17/20 15:49,,,
489,12217751,JD427281,11/10/20 13:07,124XX S WENTWORTH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,True,False,523,5,9,53,15,,,2020,11/17/20 15:49,,,
490,12218183,JD427801,11/10/20 21:25,077XX S WOOD ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,False,True,611,6,17,71,04B,,,2020,11/17/20 15:49,,,
491,12218142,JD427789,11/10/20 21:53,068XX S ABERDEEN ST,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,RESIDENCE,True,False,724,7,16,68,18,,,2020,11/17/20 15:49,,,
492,12217545,JD427167,11/10/20 12:15,046XX W VAN BUREN ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,False,False,1131,11,24,25,3,,,2020,11/17/20 15:49,,,
493,12222777,JD433299,9/9/20 12:00,070XX S OGLESBY AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,APARTMENT,False,False,331,3,5,43,11,,,2020,11/17/20 15:49,,,
494,12217503,JD426888,11/10/20 9:10,025XX E 77TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,False,False,421,4,7,43,3,,,2020,11/17/20 15:49,,,
495,12220293,JD430423,11/10/20 16:30,053XX N NEWCASTLE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,False,False,1613,16,41,10,11,,,2020,11/17/20 15:49,,,
