ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12213661,JD422623,11/6/20 10:11,042XX W IRVING PARK RD,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,TRUE,TRUE,1731,17,45,16,26,,,2020,11/17/20 15:47,,,
12208668,JD416938,10/31/20 18:50,029XX W IRVING PARK RD,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,TRUE,FALSE,1733,17,33,16,7,,,2020,11/17/20 15:47,,,
12207033,JD398411,10/13/20 15:32,047XX S ASHLAND AVE,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,SMALL RETAIL STORE,TRUE,FALSE,933,9,20,61,18,,,2020,11/17/20 15:47,,,
12206897,JD415044,10/29/20 9:00,028XX S SAWYER AVE,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,FALSE,FALSE,1032,10,22,30,2,,,2020,11/17/20 15:47,,,
12204729,JD412570,10/23/20 16:00,095XX S CONSTANCE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,431,4,7,51,5,,,2020,11/17/20 15:47,,,
12200749,JD407468,10/13/20 14:09,013XX N ROCKWELL ST,1585,SEX OFFENSE,OTHER,RESIDENCE,FALSE,TRUE,1423,14,26,24,17,,,2020,11/17/20 15:47,,,
12198526,JD390538,10/6/20 11:38,036XX W DIVERSEY AVE,2022,NARCOTICS,POSSESS - COCAINE,APARTMENT,TRUE,FALSE,2523,25,30,21,18,,,2020,11/17/20 15:47,,,
12198506,JD391635,10/7/20 10:30,100XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,AIRPORT/AIRCRAFT,TRUE,FALSE,1651,16,41,76,18,,,2020,11/17/20 15:47,,,
12198225,JD376542,9/23/20 12:05,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2020,11/17/20 15:47,,,
12195778,JD402105,10/17/20 9:10,003XX W 64TH ST,454,BATTERY,"AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY",HOSPITAL BUILDING / GROUNDS,TRUE,FALSE,722,7,20,68,08B,,,2020,11/17/20 15:47,,,
12181746,JD385813,10/1/20 16:00,069XX S EGGLESTON AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,FALSE,FALSE,732,7,6,68,04A,1174478,1858908,2020,11/17/20 15:47,41.76823843,-87.63601045,"(41.768238429, -87.63601045)"
12179293,JD383035,9/22/20 23:24,012XX N LA SALLE DR,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1821,18,2,8,5,1174910,1908582,2020,11/17/20 15:47,41.90453833,-87.63294231,"(41.904538325, -87.632942313)"
12166741,JD368424,9/15/20 20:00,056XX N MAPLEWOOD AVE,1585,SEX OFFENSE,OTHER,RESIDENCE,FALSE,FALSE,2011,20,40,2,17,1158312,1937456,2020,11/17/20 15:47,41.9841261,-87.69311917,"(41.984126102, -87.693119169)"
12150275,JD349123,8/29/20 7:59,041XX W DIVISION ST,1020,ARSON,BY FIRE,ALLEY,TRUE,FALSE,2534,25,37,23,9,1148696,1907685,2020,11/17/20 15:47,41.90262381,-87.72925727,"(41.902623812, -87.729257273)"
12145303,JD322529,8/6/20 9:45,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
12145299,JD322493,8/6/20 8:30,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2020,11/17/20 15:47,,,
12145275,JD321387,8/5/20 9:55,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
12145273,JD321451,8/5/20 11:00,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
12145268,JD321409,8/5/20 10:20,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
12145267,JD321490,8/5/20 11:40,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
12140154,JD313758,7/29/20 9:30,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
12217647,JD427080,11/10/20 0:01,069XX S CALUMET AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,RESIDENCE,FALSE,FALSE,322,3,6,69,04A,,,2020,11/17/20 15:49,,,
12218087,JD427763,11/10/20 20:48,001XX N LONG AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,1523,15,28,25,08B,,,2020,11/17/20 15:49,,,
12222688,JD433131,11/7/20 16:30,058XX S HAMLIN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,822,8,23,62,6,,,2020,11/17/20 15:49,,,
12221050,JD431147,11/10/20 15:30,079XX S KOSTNER AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,834,8,18,70,11,,,2020,11/17/20 15:49,,,
12217818,JD427447,11/10/20 15:50,002XX W 63RD ST,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,722,7,20,68,6,,,2020,11/17/20 15:49,,,
12218010,JD427440,11/10/20 13:00,052XX S DORCHESTER AVE,1365,CRIMINAL TRESPASS,TO RESIDENCE,APARTMENT,FALSE,FALSE,234,2,4,41,26,,,2020,11/17/20 15:49,,,
12218101,JD427748,11/10/20 21:37,075XX S EVANS AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,624,6,6,69,08B,,,2020,11/17/20 15:49,,,
12219055,JD428833,11/10/20 16:00,003XX E 45TH ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,215,2,3,38,7,,,2020,11/17/20 15:49,,,
12222498,JD432914,10/16/20 10:00,020XX N LINCOLN PARK WEST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1814,18,43,7,11,,,2020,11/17/20 15:49,,,
12219886,JD429843,11/10/20 6:00,101XX S PROSPECT AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,2213,22,19,72,08A,,,2020,11/17/20 15:49,,,
12219214,JD428949,11/10/20 11:00,053XX W MONROE ST,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1522,15,29,25,08A,,,2020,11/17/20 15:49,,,
12221122,JD431298,11/10/20 13:30,091XX S ELLIS AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,413,4,8,47,26,,,2020,11/17/20 15:49,,,
12222737,JD433163,5/1/20 9:00,104XX S MORGAN ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,FALSE,FALSE,2232,22,34,73,11,,,2020,11/17/20 15:49,,,
12218108,JD427730,11/10/20 21:26,011XX S WABASH AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,123,1,4,32,15,,,2020,11/17/20 15:49,,,
12217462,JD427103,11/10/20 10:55,056XX W GUNNISON ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1622,16,45,11,08B,,,2020,11/17/20 15:49,,,
12218770,JD428586,11/10/20 22:00,047XX W WELLINGTON AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2521,25,31,19,6,,,2020,11/17/20 15:49,,,
12223163,JD433591,11/6/20 15:30,012XX W EARLY AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,2013,20,48,77,5,,,2020,11/17/20 15:49,,,
12217326,JD426858,11/10/20 0:01,017XX N KEYSTONE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,FALSE,2534,25,26,20,26,,,2020,11/17/20 15:49,,,
12218214,JD426976,11/10/20 9:21,006XX S DEARBORN ST,545,ASSAULT,"PROTECTED EMPLOYEE - HANDS, FISTS, FEET, NO / MINOR INJURY",RESIDENCE,FALSE,FALSE,123,1,4,32,08A,,,2020,11/17/20 15:49,,,
12217755,JD427451,11/10/20 16:00,060XX N BROADWAY,320,ROBBERY,STRONG ARM - NO WEAPON,GROCERY FOOD STORE,FALSE,FALSE,2433,24,48,77,3,,,2020,11/17/20 15:49,,,
12217905,JD427274,11/10/20 2:00,091XX S PARNELL AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2223,22,21,73,6,,,2020,11/17/20 15:49,,,
12219578,JD428559,11/10/20 21:00,118XX S PERRY AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,FALSE,FALSE,522,5,34,53,5,,,2020,11/17/20 15:49,,,
12222622,JD432922,11/8/20 8:00,001XX E 110TH ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,OTHER (SPECIFY),FALSE,FALSE,513,5,9,49,11,,,2020,11/17/20 15:49,,,
12217840,JD427575,11/10/20 17:00,012XX S CANAL ST,890,THEFT,FROM BUILDING,ATHLETIC CLUB,FALSE,FALSE,124,1,11,28,6,,,2020,11/17/20 15:49,,,
12219351,JD429227,11/10/20 23:00,085XX S PRAIRIE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,FALSE,FALSE,632,6,6,44,11,,,2020,11/17/20 15:49,,,
12217450,JD426887,11/10/20 8:50,030XX W 60TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,FALSE,TRUE,823,8,16,66,08B,,,2020,11/17/20 15:49,,,
12217192,JD426747,11/10/20 3:24,013XX E 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,321,3,5,43,15,,,2020,11/17/20 15:49,,,
12217668,JD427109,11/10/20 11:30,081XX S ELLIS AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,631,6,8,44,6,,,2020,11/17/20 15:49,,,
12217587,JD427127,11/10/20 12:14,086XX S COTTAGE GROVE AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,632,6,6,44,6,,,2020,11/17/20 15:49,,,
12140148,JD314856,7/30/20 9:15,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2020,11/17/20 15:47,,,
12139367,JD310475,7/26/20 11:10,006XX W OHARE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
12139348,JD310539,7/26/20 12:05,006XX W OHARE ST,1812,NARCOTICS,POSSESS - CANNABIS MORE THAN 30 GRAMS,GOVERNMENT BUILDING / PROPERTY,TRUE,FALSE,1654,16,41,76,18,,,2020,11/17/20 15:47,,,
12132182,JD288435,7/6/20 14:15,004XX W 29TH ST,2091,NARCOTICS,FORFEIT PROPERTY,RESIDENCE - PORCH / HALLWAY,TRUE,FALSE,914,9,11,60,18,,,2020,11/17/20 15:47,,,
12132177,JD238435,5/21/20 11:52,003XX S KARLOV AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1132,11,28,26,18,,,2020,11/17/20 15:47,,,
12132023,JD287922,7/6/20 11:00,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY / VEHICLE PARKING LOT,TRUE,FALSE,1134,11,24,29,18,,,2020,11/17/20 15:47,,,
12127293,JD280119,6/29/20 13:56,032XX W NORTH AVE,1822,NARCOTICS,MANUFACTURE / DELIVER - CANNABIS OVER 10 GRAMS,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1422,14,26,23,18,,,2020,11/17/20 15:47,,,
12125066,JD319831,8/3/20 14:00,082XX S MARYLAND AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,TRUE,FALSE,631,6,8,44,3,1183338,1850568,2020,11/17/20 15:47,41.74515091,-87.60379387,"(41.745150913, -87.603793874)"
12124191,JD318617,8/2/20 16:09,040XX W MADISON ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,TRUE,FALSE,1115,11,28,26,04B,1149528,1899708,2020,11/17/20 15:47,41.88071796,-87.72640843,"(41.880717961, -87.726408427)"
12120990,JD238447,5/21/20 11:54,003XX S KARLOV AVE,2014,NARCOTICS,MANUFACTURE / DELIVER -  HEROIN (WHITE),VEHICLE NON-COMMERCIAL,TRUE,FALSE,1132,11,28,26,18,,,2020,11/17/20 15:47,,,
12048937,JD174980,3/5/20 10:54,034XX W 59TH ST,2091,NARCOTICS,FORFEIT PROPERTY,RESIDENCE,TRUE,FALSE,822,8,23,66,18,,,2020,11/17/20 15:47,,,
11975917,JD144948,2/8/20 13:00,043XX W VAN BUREN ST,265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,FALSE,FALSE,1131,11,28,26,2,1147571,1897671,2020,11/17/20 15:47,41.87516595,-87.7336467,"(41.875165949, -87.733646696)"
11961153,JD127366,1/24/20 17:15,021XX S CENTRAL PARK AVE,320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,FALSE,FALSE,1024,10,24,29,3,1152702,1889465,2020,11/17/20 15:47,41.85254784,-87.71502458,"(41.852547835, -87.715024584)"
11939083,JD101210,1/1/20 17:00,070XX S CLYDE AVE,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,TRUE,FALSE,331,3,5,43,2,1191432,1858600,2020,11/17/20 15:47,41.76699926,-87.57387682,"(41.766999258, -87.573876821)"
12216793,JD426425,11/9/20 17:00,049XX W FERDINAND ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,1532,15,37,25,11,,,2020,11/16/20 15:52,,,
12216223,JD425647,11/9/20 4:00,016XX N CICERO AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,VEHICLE NON-COMMERCIAL,FALSE,TRUE,2533,25,37,25,08B,,,2020,11/16/20 15:52,,,
12216478,JD425834,11/9/20 10:18,070XX S PERRY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,731,7,6,69,08B,,,2020,11/16/20 15:52,,,
12216939,JD426494,11/9/20 19:31,038XX W LEXINGTON ST,920,MOTOR VEHICLE THEFT,ATTEMPT - AUTOMOBILE,STREET,FALSE,FALSE,1133,11,24,26,7,,,2020,11/16/20 15:52,,,
12220955,JD431031,11/9/20 7:00,041XX N MENARD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1624,16,38,15,6,,,2020,11/16/20 15:52,,,
12216298,JD425682,11/9/20 6:35,069XX S CLAREMONT AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,TRUE,832,8,17,66,14,,,2020,11/16/20 15:52,,,
12216118,JD425564,11/9/20 0:01,044XX S FAIRFIELD AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,TRUE,TRUE,922,9,15,58,04A,,,2020,11/16/20 15:52,,,
12217289,JD426825,11/9/20 20:00,068XX S HONORE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,FALSE,FALSE,726,7,17,67,14,,,2020,11/16/20 15:52,,,
12216551,JD425981,11/9/20 8:00,003XX S WACKER DR,810,THEFT,OVER $500,STREET,FALSE,FALSE,122,1,42,32,6,,,2020,11/16/20 15:52,,,
12216623,JD426187,11/9/20 15:00,070XX S CRANDON AVE,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,331,3,5,43,6,,,2020,11/16/20 15:52,,,
12217204,JD426552,11/9/20 20:05,013XX E 87TH ST,031A,ROBBERY,ARMED - HANDGUN,STREET,FALSE,FALSE,412,4,8,45,3,,,2020,11/16/20 15:52,,,
12216468,JD425932,11/9/20 12:00,005XX N ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1121,11,27,23,14,,,2020,11/16/20 15:52,,,
12216208,JD425622,11/9/20 2:26,021XX E 71ST ST,620,BURGLARY,UNLAWFUL ENTRY,CONVENIENCE STORE,FALSE,FALSE,333,3,5,43,5,,,2020,11/16/20 15:52,,,
12216663,JD426251,11/9/20 16:00,029XX N DAWSON AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1412,14,35,21,11,,,2020,11/16/20 15:52,,,
12217148,JD426622,11/9/20 18:00,059XX S BISHOP ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,713,7,16,67,7,,,2020,11/16/20 15:52,,,
12217062,JD426626,11/9/20 21:32,021XX S ST LOUIS AVE,1090,ARSON,ATTEMPT ARSON,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1024,10,24,29,9,,,2020,11/16/20 15:52,,,
12216594,JD426127,11/9/20 9:08,034XX W 63RD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,823,8,23,66,26,,,2020,11/16/20 15:52,,,
12216834,JD426477,11/9/20 11:30,023XX W HADDON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,FALSE,FALSE,1212,12,1,24,11,,,2020,11/16/20 15:52,,,
12216128,JD425569,11/9/20 0:31,060XX S CAMPBELL AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,825,8,16,66,04A,,,2020,11/16/20 15:52,,,
12216970,JD426427,11/9/20 18:14,009XX W SCHOOL ST,326,ROBBERY,AGGRAVATED VEHICULAR HIJACKING,STREET,FALSE,FALSE,1924,19,44,6,3,,,2020,11/16/20 15:52,,,
12216170,JD425623,11/9/20 2:50,028XX N KENNETH AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY - KNIFE / CUTTING INSTRUMENT,RESIDENCE,FALSE,TRUE,2523,25,31,20,04B,,,2020,11/16/20 15:52,,,
12216997,JD426588,11/9/20 21:06,077XX S HALSTED ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,621,6,17,71,15,,,2020,11/16/20 15:52,,,
12218414,JD428132,11/9/20 20:00,080XX S WOODLAWN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,411,4,8,45,14,,,2020,11/16/20 15:52,,,
12221895,JD432215,11/6/20 14:10,021XX N BELL AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1432,14,32,22,11,,,2020,11/16/20 15:52,,,
12217099,JD426679,11/9/20 23:45,049XX W CHICAGO AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1531,15,37,25,6,,,2020,11/16/20 15:52,,,
12216420,JD425731,11/9/20 6:31,049XX W ADAMS ST,1365,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,FALSE,TRUE,1533,15,28,25,26,,,2020,11/16/20 15:52,,,
12216750,JD426126,11/9/20 14:26,003XX S CENTRAL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,1522,15,29,25,08B,,,2020,11/16/20 15:52,,,
12217899,JD427508,11/9/20 23:00,026XX S AVERS AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1031,10,22,30,6,,,2020,11/16/20 15:52,,,
12221720,JD431984,11/2/20 18:00,005XX N PEORIA ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,FALSE,FALSE,1214,12,27,24,11,,,2020,11/16/20 15:52,,,
12218532,JD428151,11/9/20 23:00,025XX W MARQUETTE RD,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,832,8,17,66,08B,,,2020,11/16/20 15:52,,,
12216714,JD426000,11/9/20 12:07,020XX E 71ST ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,333,3,5,43,15,,,2020,11/16/20 15:52,,,
12217824,JD427551,11/9/20 19:00,036XX W BELLE PLAINE AVE,460,BATTERY,SIMPLE,OTHER (SPECIFY),FALSE,FALSE,1723,17,45,16,08B,,,2020,11/16/20 15:52,,,
12216368,JD425645,11/9/20 4:00,012XX E 79TH ST,460,BATTERY,SIMPLE,RESIDENCE,FALSE,FALSE,411,4,8,45,08B,,,2020,11/16/20 15:52,,,
12218935,JD426628,11/9/20 8:30,076XX S KINGSTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,FALSE,TRUE,421,4,7,43,08B,,,2020,11/16/20 15:52,,,
12219987,JD426333,11/9/20 17:05,001XX E SUPERIOR ST,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,1833,18,2,8,15,,,2020,11/16/20 15:52,,,
12217089,JD426664,11/9/20 21:00,052XX S JUSTINE ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,APARTMENT,FALSE,FALSE,934,9,16,61,04B,,,2020,11/16/20 15:52,,,
12216403,JD425853,11/9/20 10:45,067XX S LOOMIS BLVD,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,724,7,17,67,08B,,,2020,11/16/20 15:52,,,
12217521,JD426538,11/9/20 20:27,011XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,CTA STATION,FALSE,FALSE,2023,20,48,77,08B,,,2020,11/16/20 15:52,,,
12216785,JD426411,11/9/20 16:44,003XX E 61ST ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,TRUE,311,3,20,40,26,,,2020,11/16/20 15:52,,,
12217672,JD426586,11/9/20 21:00,053XX N BROADWAY,530,ASSAULT,AGGRAVATED - OTHER DANGEROUS WEAPON,GROCERY FOOD STORE,FALSE,FALSE,2023,20,48,77,04A,,,2020,11/16/20 15:52,,,
12216820,JD426430,11/9/20 14:30,013XX S WASHTENAW AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,STREET,FALSE,FALSE,1023,10,28,29,14,,,2020,11/16/20 15:52,,,
12216179,JD425609,11/9/20 1:39,012XX W GRENSHAW ST,1310,CRIMINAL DAMAGE,TO PROPERTY,CHA APARTMENT,FALSE,FALSE,1231,12,28,28,14,,,2020,11/16/20 15:52,,,
12217929,JD427344,11/9/20 4:00,0000X W 13TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,131,1,3,33,6,,,2020,11/16/20 15:52,,,
12216559,JD425808,11/9/20 9:30,004XX W 99TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,ALLEY,FALSE,TRUE,2232,22,9,73,14,,,2020,11/16/20 15:52,,,
12222305,JD432636,11/2/20 14:00,059XX S NASHVILLE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,FALSE,FALSE,811,8,13,64,11,,,2020,11/16/20 15:52,,,
12221991,JD431394,11/7/20 12:00,092XX S RACINE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2222,22,21,73,5,,,2020,11/16/20 15:52,,,
12221639,JD427295,11/9/20 11:00,035XX S MICHIGAN AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,FALSE,FALSE,213,2,3,35,11,,,2020,11/16/20 15:52,,,
12217483,JD427113,11/9/20 14:00,064XX W IRVING PARK RD,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,1632,16,38,17,6,,,2020,11/16/20 15:52,,,
12216989,JD426534,11/9/20 19:37,024XX S BLUE ISLAND AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1034,10,25,31,6,,,2020,11/16/20 15:52,,,
12217131,JD426658,11/9/20 22:46,005XX W 103RD ST,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,2232,22,9,73,04B,,,2020,11/16/20 15:52,,,
12216629,JD426049,11/9/20 5:30,056XX S WESTERN AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,824,8,15,63,6,,,2020,11/16/20 15:52,,,
12216269,JD425617,11/9/20 2:42,050XX W GLADYS AVE,1025,ARSON,AGGRAVATED,RESIDENCE,FALSE,FALSE,1533,15,28,25,9,,,2020,11/16/20 15:52,,,
12222061,JD432293,11/7/20 0:00,002XX E ERIE ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,HOSPITAL BUILDING / GROUNDS,FALSE,FALSE,1834,18,42,8,26,,,2020,11/16/20 15:52,,,
12216590,JD426033,11/9/20 13:00,021XX E 71ST ST,860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,FALSE,FALSE,333,3,5,43,6,,,2020,11/16/20 15:52,,,
12222307,JD432615,11/8/20 13:24,024XX N SPRINGFIELD AVE,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,FALSE,FALSE,2524,25,31,22,6,,,2020,11/16/20 15:52,,,
12217039,JD426615,11/9/20 21:59,002XX W 63RD ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,FALSE,FALSE,722,7,20,68,04A,,,2020,11/16/20 15:52,,,
12216153,JD425578,11/9/20 0:49,057XX S WESTERN AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,TRUE,FALSE,824,8,16,63,15,,,2020,11/16/20 15:52,,,
12219337,JD429045,11/9/20 16:00,040XX W LAKE ST,320,ROBBERY,STRONG ARM - NO WEAPON,CTA PLATFORM,FALSE,FALSE,1114,11,28,26,3,,,2020,11/16/20 15:52,,,
12217085,JD426639,11/9/20 21:40,013XX E 52ND ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,234,2,4,41,08B,,,2020,11/16/20 15:52,,,
12221677,JD431824,11/9/20 9:00,003XX S CICERO AVE,860,THEFT,RETAIL THEFT,GAS STATION,FALSE,FALSE,1533,15,28,25,6,,,2020,11/16/20 15:52,,,
12217724,JD427302,11/9/20 14:02,122XX S EGGLESTON AVE,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,FALSE,TRUE,523,5,34,53,04B,,,2020,11/16/20 15:52,,,
